summary,theme,countries,lemmatized_tokens
Singapore and china on thursday dec announced the signing of an upgraded free trade agreement. The deal will give singapore businesses greater access to chinas markets. The agreements were unveiled at the th joint council for bilateral cooperation meeting.,"Corporate and Business Topics, international relations and trade","['China', 'Singapore']","['singapore', 'china', 'thursday', 'dec', 'announced', 'signing', 'upgraded', 'free', 'trade', 'agreement', 'give', 'singapore', 'business', 'greater', 'access', 'china', 'market', 'deal', 'one', 'agreement', 'memorandum', 'understanding', 'mous', 'signed', 'singapore', 'china', 'last', 'year', 'recent', 'year', 'cover', 'area', 'sustainability', 'education', 'trade', 'food', 'security', 'healthcare', 'agreement', 'unveiled', 'th', 'joint', 'council', 'bilateral', 'cooperation', 'jcbc', 'meeting', 'held', 'hilton', 'tianjin', 'ecocity', 'hotel', 'cochaired', 'singapore', 'deputy', 'prime', 'minister', 'lawrence', 'wong', 'chinese', 'vice', 'premier', 'ding', 'xuexiang']"
At present uruguayan beef which constituted twothirds of those exports to china is subject to a per cent tariff by comparison other major beef exporters australia and new zealand which have ftas with china pay tariffs at per cent and per cent uruguay came close to signing an fta with the united states in but its government at the time rejected the deal over fears of expulsion from mercosur.,"Government Actions and Regulations, international relations and trade ","['Australia', 'China', 'Uruguay']","['china', 'accounted', 'per', 'cent', 'uruguay', 'export', 'united', 'nation', 'comtrade', 'data', 'show', 'present', 'uruguayan', 'beef', 'constituted', 'twothirds', 'export', 'china', 'subject', 'per', 'cent', 'tariff', 'comparison', 'major', 'beef', 'exporter', 'australia', 'new', 'zealand', 'ftas', 'china', 'pay', 'tariff', 'per', 'cent', 'per', 'cent', 'uruguay', 'came', 'close', 'signing', 'fta', 'united', 'state', 'government', 'time', 'eventually', 'rejected', 'deal', 'fear', 'expulsion', 'mercosur', 'according', 'study', 'conducted', 'national', 'meat', 'institute', 'uruguay', 'china', 'sign', 'fta', 'uruguay', 'meat', 'industry', 'implement', 'per', 'cent', 'preferential', 'tariff', 'reduce', 'tariff', 'million']"
 trade between russia and china is expected to hit a new record level of billion this year. russia has been hit by unprecedented western sanctions since it unleashed a devastating war against ukraine. china has declared no limits to its friendship with its northern neighbor.,"international relations and trade, military","['China', 'Ukraine']","['trade', 'russia', 'china', 'expected', 'hit', 'new', 'record', 'level', 'billion', 'year', 'according', 'russian', 'prime', 'minister', 'mikhail', 'mishustin', 'trip', 'china', 'moscow', 'face', 'growing', 'isolation', 'west', 'russia', 'hit', 'unprecedented', 'western', 'sanction', 'since', 'unleashed', 'devastating', 'war', 'ukraine', 'shut', 'much', 'global', 'economy', 'china', 'declared', 'limit', 'friendship', 'northern', 'neighbor', 'thrown', 'kremlin', 'economic', 'lifeline', 'tempering', 'impact', 'banishment', 'global', 'financial', 'system', 'last', 'year', 'bilateral', 'trade', 'jumped', 'nearly', 'record', 'billion', 'mainly', 'boosted', 'china', 'buying', 'russian', 'energy', 'year', 'trade', 'continued', 'surge', 'first', 'four', 'month', 'according', 'chinese', 'custom', 'figure']"
Taiwan has also applied to join the country comprehensive and progressive agreement for transpacific partnership or cptpp. bilateral trade between taiwan and britain totalled billion pounds us billion in.,"Government Actions and Regulations, international relations and trade",['Canada'],"['taiwan', 'also', 'applied', 'join', 'country', 'comprehensive', 'progressive', 'agreement', 'transpacific', 'partnership', 'cptpp', 'britain', 'formally', 'signed', 'treaty', 'july', 'given', 'status', 'newest', 'member', 'cptpp', 'improving', 'economic', 'relation', 'uk', 'also', 'crucial', 'taiwan', 'application', 'join', 'landmark', 'trade', 'pact', 'deng', 'said', 'bilateral', 'trade', 'taiwan', 'britain', 'totalled', 'billion', 'pound', 'u', 'billion', 'according', 'british', 'government', 'last', 'month', 'canada', 'taiwan', 'completed', 'talk', 'bilateral', 'deal', 'boost', 'foreign', 'investment', 'august', 'u', 'president', 'joe', 'biden', 'signed', 'legislation', 'implementing', 'st', 'century', 'trade', 'initiative', 'united', 'state', 'taiwan']"
The economic cooperation between both countries has been on an upward trend. Several singapore companies are already operating in kenya in a variety of sectors from shipping to agribusiness.,"Corporate and Business Topics, international relations and trade","['Kenya', 'Singapore']","['briefing', 'held', 'state', 'house', 'kenya', 'presidential', 'residence', 'nairobi', 'mr', 'lee', 'noted', 'economic', 'cooperation', 'country', 'upward', 'trend', 'kenya', 'one', 'singapore', 'important', 'trading', 'partner', 'subsaharan', 'africa', 'despite', 'covid', 'bilateral', 'trade', 'increased', 'almost', 'quarter', 'yearonyear', 'added', 'mr', 'lee', 'added', 'several', 'singapore', 'company', 'already', 'operating', 'kenya', 'variety', 'sector', 'shipping', 'agribusiness', 'delegation', 'singapore', 'company', 'also', 'accompanied', 'mr', 'lee', 'government', 'official', 'kenya', 'intention', 'pursue', 'opportunity', 'investment', 'partnership', 'kenyan', 'company']"
Nearshoring or friendshoring nearshoring means to locate production close to ones consumers in Mexico. for years the united states top trading partner has been china that has now changed mexico is in top spot as of last year.,"corporate and business topics, international relations and trade","['China', 'Mexico']","['year', 'united', 'state', 'top', 'trading', 'partner', 'china', 'changed', 'mexico', 'top', 'spot', 'last', 'year', 'culmination', 'trend', 'began', 'trump', 'presidency', 'tariff', 'slapped', 'chinese', 'export', 'u', 'also', 'example', 'top', 'trend', 'derisking', 'amidst', 'geopolitical', 'tension', 'nearshoring', 'friendshoring', 'nearshoring', 'mean', 'locate', 'production', 'close', 'one', 'consumer', 'friendshoring', 'policy', 'locating', 'production', 'friendly', 'country', 'mexico', 'result', 'manufacturing', 'boom', 'one', 'company', 'grown', 'example', 'original', 'equipment', 'manufacturer', 'creation', 'technology', 'whose', 'customer', 'include', 'fortune', 'company']"
The worlds two biggest economies used to be each others largest trading partners. Both governments publicly oppose decoupling. china is now trading more with southeast asia and the us with neighbouring canada and mexico.,"Government Actions and Regulations, international relations and trade","['Canada', 'China', 'Mexico']","['immoral', 'unsustainable', 'ultimately', 'affect', 'overall', 'interest', 'international', 'community', 'world', 'two', 'biggest', 'economy', 'used', 'others', 'largest', 'trading', 'partner', 'government', 'publicly', 'oppose', 'decoupling', 'china', 'trading', 'southeast', 'asia', 'u', 'neighbouring', 'canada', 'mexico', 'china', 'imposed', 'export', 'curb', 'number', 'critical', 'mineral', 'graphite', 'provides', 'per', 'cent', 'global', 'supply', 'citing', 'national', 'security', 'concern', 'u', 'opposes', 'export', 'control', 'announced', 'china', 'gallium', 'germanium', 'metal', 'used', 'produce', 'semiconductor', 'electronics']"
Trade between turkey and iran peaked in at nearly billion but has since fallen it stood at billion in according to turkish trade minister omer bolat down from around billion a year earlier. The issue of opening new border gates with iran is also on our agenda.,"international relations and trade, government actions and regulations",[],"['erdogan', 'speaking', 'turkishiranian', 'business', 'council', 'meeting', 'alongside', 'iran', 'president', 'ebrahim', 'raisi', 'blamed', 'international', 'sanction', 'tehran', 'covid', 'pandemic', 'decline', 'trade', 'volume', 'trade', 'turkey', 'iran', 'peaked', 'nearly', 'billion', 'since', 'fallen', 'stood', 'billion', 'according', 'turkish', 'trade', 'minister', 'omer', 'bolat', 'around', 'billion', 'year', 'earlier', 'issue', 'opening', 'new', 'border', 'gate', 'iran', 'also', 'agenda', 'effort', 'establish', 'trade', 'centre', 'border', 'area', 'increasing', 'economic', 'development', 'border', 'province', 'continue', 'said', 'turkey', 'nato', 'ally', 'iran', 'currently', 'four', 'border', 'crossing', 'one', 'gate', 'gurbulakbazergan', 'region', 'construction', 'since']"
 sanctions targeting four individuals and two entities related to north koreas weapons trade with three countries including russia involve a slovakian company versor sro and its chief executive.,"International Relations and Trade, military","['Slovakia', 'Ukraine']","['sanction', 'targeting', 'four', 'individual', 'two', 'entity', 'related', 'north', 'korea', 'weapon', 'trade', 'three', 'country', 'including', 'russia', 'involve', 'slovakian', 'company', 'versor', 'sro', 'chief', 'executive', 'mr', 'ashot', 'mkrtychev', 'slovakia', 'said', 'ministry', 'provide', 'detail', 'weapon', 'trade', 'sanction', 'north', 'defence', 'minister', 'chief', 'staff', 'military', 'response', 'north', 'nuclear', 'missile', 'development', 'ministry', 'said', 'move', 'impose', 'sanction', 'come', 'south', 'korean', 'president', 'yoon', 'sukyeol', 'said', 'would', 'direct', 'provocation', 'russia', 'helped', 'north', 'korea', 'enhance', 'weapon', 'program', 'return', 'help', 'war', 'ukraine']"
The bridge was built for billion s billion under turkish president recep tayyip erdogan to link the citys european and asian sides. It adds to a series of potential deals between turkey and the united arab emirates.,"Government Actions and Regulations, international relations and trade, infrastructure and development",[],"['bridge', 'built', 'billion', 'billion', 'turkish', 'president', 'recep', 'tayyip', 'erdogan', 'link', 'city', 'european', 'asian', 'side', 'add', 'series', 'potential', 'deal', 'turkey', 'united', 'arab', 'emirate', 'abu', 'dhabi', 'capital', 'uae', 'pledged', 'u', 'billion', 'july', 'support', 'turkey', 'battered', 'economy', 'ankara', 'arab', 'gulf', 'state', 'put', 'aside', 'year', 'animosity', 'uae', 'government', 'statement', 'bloomberg', 'said', 'hoped', 'bilateral', 'trade', 'turkey', 'would', 'double', 'u', 'billion', 'key', 'sector', 'investment', 'included', 'energy', 'logistics', 'tourism', 'agriculture']"
 n Nvidia identified huawei as a top competitor in several categories including artificial intelligence chips for the first time in a filing with the securities and exchange commission late on wednesday feb. n Nvidia declined to comment on thursday.,"technology and digital trends, corporate and business topics",['China'],"['nvidia', 'identified', 'huawei', 'top', 'competitor', 'several', 'category', 'including', 'artificial', 'intelligence', 'chip', 'first', 'time', 'filing', 'security', 'exchange', 'commission', 'late', 'wednesday', 'feb', 'santa', 'clara', 'californiabased', 'company', 'said', 'china', 'huawei', 'competes', 'supplying', 'chip', 'designed', 'artificial', 'intelligence', 'graphic', 'processing', 'unit', 'gpus', 'central', 'processing', 'unit', 'cpu', 'networking', 'chip', 'company', 'also', 'identified', 'huawei', 'cloud', 'service', 'company', 'designing', 'hardware', 'software', 'improve', 'ai', 'computing', 'nvidia', 'declined', 'comment', 'thursday', 'huawei', 'developed', 'ascend', 'series', 'chip', 'rival', 'nvidias', 'line', 'ai', 'chip', 'chinese', 'company', 'main', 'product', 'b', 'chip', 'main', 'rival', 'nvidias', 'chip', 'launched', 'roughly', 'three', 'year', 'ago']"
 apples iphone sales in china fell per cent yearonyear in the first six weeks of according to research firm counterpoint. The us company faced increased competition from domestic rivals such as huawei.,"corporate and business topics, technology and digital trends",['China'],"['apple', 'iphone', 'sale', 'china', 'fell', 'per', 'cent', 'yearonyear', 'first', 'six', 'week', 'according', 'research', 'firm', 'counterpoint', 'u', 'company', 'faced', 'increased', 'competition', 'domestic', 'rival', 'huawei', 'u', 'tech', 'giant', 'chief', 'competitor', 'china', 'premium', 'smartphones', 'huawei', 'saw', 'unit', 'sale', 'rise', 'per', 'cent', 'period', 'according', 'report', 'could', 'fan', 'fear', 'slowdown', 'demand', 'u', 'company', 'whose', 'revenue', 'forecast', 'current', 'quarter', 'u', 'billion', 'wall', 'street', 'expectation', 'share', 'iphone', 'maker', 'per', 'cent', 'premarket', 'trading', 'tuesday', 'lost', 'per', 'cent', 'value', 'far', 'year', 'underperforming', 'big', 'tech', 'peer', 'united', 'state']"
 amazon is excluding its new competitor temu from its price searching algorithm that checks if products sold on its platform are competitive with rivals. According to amazon temu does not meet its strict qualification requirements for amazons fair pricing policy.,"technology and digital trends, consumer topics",[],"['amazon', 'excluding', 'new', 'competitor', 'temu', 'price', 'searching', 'algorithm', 'check', 'product', 'sold', 'platform', 'competitive', 'rival', 'saying', 'site', 'doesnt', 'meet', 'standard', 'according', 'amazon', 'temu', 'ecommerce', 'marketplace', 'launched', 'september', 'meet', 'strict', 'qualification', 'requirement', 'amazon', 'fair', 'pricing', 'policy', 'mean', 'lowpriced', 'general', 'merchandise', 'temu', 'owned', 'pdd', 'holding', 'could', 'beat', 'price', 'offered', 'amazon', 'marketplace', 'seller', 'pricing', 'algorithm', 'us', 'automated', 'manual', 'tracking', 'method', 'check', 'product', 'found', 'amazon', 'ensure', 'merchant', 'marketplace', 'charging', 'significantly', 'amazon', 'rival']"
 realtek semiconductor corp sued rival taiwanese chipmaker mediatek inc in northern california federal court on t Tuesday. Claimed mediateK paid a company that sues over patents a secret litigation bounty to file meritless lawsuits in the united states to disrupt its business.,"technology and digital trends, corporate and business topics",[],"['realtek', 'semiconductor', 'corp', 'sued', 'rival', 'taiwanese', 'chipmaker', 'mediatek', 'inc', 'northern', 'california', 'federal', 'court', 'tuesday', 'claiming', 'mediatek', 'paid', 'company', 'sue', 'patent', 'secret', 'litigation', 'bounty', 'file', 'meritless', 'lawsuit', 'united', 'state', 'disrupt', 'business', 'lawsuit', 'accuses', 'mediatek', 'conspiring', 'ipvalue', 'management', 'inc', 'effort', 'drive', 'realtek', 'market', 'monopolize', 'industry', 'chip', 'used', 'smart', 'television', 'settop', 'box', 'mediatek', 'owns', 'nearly', 'per', 'cent', 'global', 'market', 'share', 'television', 'chip', 'lawsuit', 'said', 'realtek', 'said', 'statement', 'filed', 'lawsuit', 'protect', 'free', 'fair', 'competition', 'industry', 'prevent', 'harm', 'public']"
 snapchat accounted for per cent of cases in which social media was used to distribute indecent images of children. snapchat has previously not responded to this report.,"Social Issues and Activism, Media and Communication ",[],"['snapchat', 'social', 'medium', 'firm', 'pressure', 'globally', 'better', 'police', 'content', 'platform', 'nspcc', 'national', 'society', 'prevention', 'cruelty', 'young', 'child', 'said', 'figure', 'obtained', 'showed', 'snapchat', 'accounted', 'per', 'cent', 'case', 'social', 'medium', 'used', 'distribute', 'indecent', 'image', 'child', 'snapchat', 'previously', 'responded', 'report', 'asked', 'comment', 'reuters', 'earlier', 'year', 'ico', 'fined', 'tiktok', 'million', 'u', 'million', 'misusing', 'childrens', 'data', 'saying', 'snap', 'competitor', 'take', 'sufficient', 'action', 'remove']"
