summary,theme,countries,lemmatized_tokens
The us and uk have over the past few weeks carried out a number of joint military strikes on houthi targets in yemen. The strikes have been in response to attacks by the iranbacked  rebels on both commercial and state vessels in the red sea.,International Relations and Trade| military,['Yemen'],"['brighton', 'england', 'u', 'uk', 'past', 'week', 'carried', 'number', 'joint', 'military', 'strike', 'houthi', 'target', 'yemen', 'strike', 'response', 'attack', 'iranbacked', 'houthi', 'rebel', 'commercial', 'state', 'vessel', 'red', 'sea', 'since', 'conflict', 'broke', 'gaza', 'oct', 'u', 'uk', 'justified', 'strike', 'invoking', 'right', 'selfdefence', 'enshrined', 'article', 'united', 'nation', 'charter', 'right', 'also', 'found', 'within', 'customary', 'international', 'law', 'together', 'two', 'source', 'provide', 'right', 'exists', 'armed', 'attack', 'occurs', 'state', 'action', 'taken', 'necessary', 'proportionate']"
The strikes are believed to be just the first in a multitiered response by president joe bidens administration in response to the attack last weekend carried out by iranbacked militants. The strikes did not target any locations inside iran they are likely to increase concern about tensions escalating in the middle east.,International Relations and Trade| military,"['Iraq', 'Israel', 'Jordan']","['washington', 'united', 'state', 'carried', 'retaliatory', 'air', 'strike', 'friday', 'feb', 'iraq', 'syria', 'target', 'linked', 'iran', 'revolutionary', 'guard', 'irgc', 'militia', 'back', 'u', 'military', 'said', 'deadly', 'attack', 'jordan', 'killed', 'three', 'u', 'troop', 'injured', 'others', 'strike', 'believed', 'first', 'multitiered', 'response', 'president', 'joe', 'bidens', 'administration', 'response', 'attack', 'last', 'weekend', 'carried', 'iranbacked', 'militant', 'u', 'strike', 'target', 'location', 'inside', 'iran', 'likely', 'increase', 'concern', 'tension', 'escalating', 'middle', 'east', 'israel', 'threemonthold', 'war', 'palestinian', 'hamas', 'militant', 'gaza']"
Twenty years after the united states invasion of iraq analysts say the conflict has drastically altered how the us views warfare and has changed its bootsontheground strategy.,International Relations and Trade| military,['Iraq'],"['washington', 'twenty', 'year', 'united', 'state', 'invasion', 'iraq', 'analyst', 'say', 'conflict', 'drastically', 'altered', 'u', 'view', 'warfare', 'changed', 'bootsontheground', 'strategy', 'search', 'weapon', 'mass', 'destruction', 'wmd', 'along', 'former', 'iraqi', 'president', 'saddam', 'hussein', 'purported', 'tie', 'terrorist', 'group', 'pretext', 'justification', 'campaign', 'thenus', 'president', 'george', 'w', 'bush', 'called', 'military', 'operation', 'mission', 'free', 'iraqi', 'people', 'prevent', 'saddam', 'regime', 'threatening', 'u', 'world', 'destructive', 'weapon', 'fellow', 'citizen', 'hour', 'american', 'coalition', 'force', 'early', 'stage', 'military', 'operation', 'disarm', 'iraq', 'free', 'people', 'defend', 'world', 'grave', 'danger', 'said', 'bush', 'march', 'day', 'usled', 'invasion', 'iraq']"
Starbucks violated federal labor law when it increased wages and offered new perks and benefits only to nonunion employees a national labor relations board judge found thursday.,Labor and Employment Issues ,[],"['starbucks', 'violated', 'federal', 'labor', 'law', 'increased', 'wage', 'offered', 'new', 'perk', 'benefit', 'nonunion', 'employee', 'national', 'labor', 'relation', 'board', 'judge', 'found', 'thursday', 'decision', 'latest', 'series', 'nlrb', 'ruling', 'finding', 'starbucks', 'violated', 'labor', 'law', 'effort', 'stop', 'union', 'forming', 'coffee', 'shop', 'issue', 'heart', 'case', 'whether', 'current', 'board', 'law', 'starbucks', 'entitled', 'explicitly', 'reward', 'employee', 'participating', 'union', 'activity', 'falsely', 'telling', 'worker', 'federal', 'labor', 'law', 'forced', 'take', 'action', 'wrote', 'administrative', 'law', 'judge', 'maralouise', 'anzalone']"
Two yearold children were found working at a louisville mcdonalds restaurant sometimes until am the us department of labor said t Tuesday. The revelation was part of an investigation into the child labor law violations in the southeast.,Labor and Employment Issues,['India'],"['two', 'yearold', 'child', 'found', 'working', 'louisville', 'mcdonalds', 'restaurant', 'sometimes', 'u', 'department', 'labor', 'said', 'tuesday', 'revelation', 'part', 'investigation', 'child', 'labor', 'law', 'violation', 'southeast', 'agency', 'also', 'found', 'three', 'franchisees', 'mcdonalds', 'location', 'kentucky', 'indiana', 'maryland', 'ohio', 'employed', 'child', 'work', 'legally', 'permitted', 'hour', 'perform', 'task', 'prohibited', 'law', 'young', 'worker', 'labor', 'department', 'said', 'statement', 'investigator', 'department', 'wage', 'hour', 'division', 'found', 'two', 'yearold', 'worker', 'louisville', 'mcdonalds', 'restaurant', 'among', 'many', 'violation', 'federal', 'labor', 'law', 'committed', 'three', 'kentucky', 'mcdonalds', 'franchise', 'operator', 'release', 'said', 'investigator', 'also', 'determined', 'two', 'yearold', 'child', 'employed', 'paid', 'sometimes', 'worked', 'late']"
 red crowns senior living has been fined after the ministry of manpower mom found that the company had engaged in illegal employment practices. The assisted coliving agency illegally hired and deployed migrant domestic workers to provide caregiving services allowing it to circumvent its foreign manpower quota and pay lower levy rates.,Labor and Employment Issues,[],"['red', 'crown', 'senior', 'living', 'fined', 'ministry', 'manpower', 'mom', 'found', 'company', 'engaged', 'illegal', 'employment', 'practice', 'assisted', 'coliving', 'agency', 'illegally', 'hired', 'deployed', 'migrant', 'domestic', 'worker', 'provide', 'caregiving', 'service', 'allowing', 'circumvent', 'foreign', 'manpower', 'quota', 'pay', 'lower', 'levy', 'rate', 'ministry', 'told', 'cna', 'monday', 'apr', 'red', 'crown', 'also', 'placed', 'legal', 'responsibility', 'elderly', 'client', 'employed', 'migrant', 'domestic', 'worker', 'control', 'work', 'welfare', 'mom', 'added', 'company', 'director', 'issued', 'composition', 'fine', 'offence', 'employment', 'foreign', 'manpower', 'act', 'ministry', 'said', 'without', 'mentioning', 'exact', 'amount', 'fined']"
A reuters investigation found that musks rocket company disregarded workersafety regulations and standard practices at its facilities nationwide. The news organization documented at least previously unreported injuries of spacex workers since spacex has not responded to questions about any of the incidents.,Labor and Employment Issues,[],"['reuters', 'investigation', 'late', 'last', 'year', 'found', 'musk', 'rocket', 'company', 'disregarded', 'workersafety', 'regulation', 'standard', 'practice', 'facility', 'nationwide', 'interview', 'government', 'record', 'news', 'organization', 'documented', 'least', 'previously', 'unreported', 'injury', 'spacex', 'worker', 'since', 'spacex', 'responded', 'reuters', 'question', 'incident', 'including', 'death', 'one', 'worker', 'injury', 'another', 'remains', 'coma', 'skull', 'fractured', 'rocket', 'engine', 'malfunction', 'company', 'also', 'respond', 'request', 'comment', 'new', 'safety', 'fine', 'inspector', 'washington', 'state', 'department', 'labor', 'industry', 'discovered', 'new', 'safety', 'violation', 'company', 'redmond', 'washington', 'site', 'last', 'december', 'visit', 'prompted', 'worker', 'complaint', 'according', 'state', 'inspection', 'record', 'obtained', 'reuters', 'open', 'record', 'request', 'agency', 'spokesperson', 'said', 'spacex', 'still', 'appeal', 'decision']"
 sonos first sued google for patent infringement in los angeles and at the us international trade commission in accusing the tech giant of copying its technology. the companies previously worked together to integrate mountain view californiabased googles streaming music service into sonos products.,Labor and Employment Issues,[],"['company', 'previously', 'worked', 'together', 'integrate', 'mountain', 'view', 'californiabased', 'google', 'streaming', 'music', 'service', 'sonos', 'product', 'sonos', 'first', 'sued', 'google', 'patent', 'infringement', 'los', 'angeles', 'u', 'international', 'trade', 'commission', 'accusing', 'tech', 'giant', 'copying', 'technology', 'collaboration', 'device', 'including', 'google', 'home', 'chromecast', 'audio', 'sonos', 'last', 'year', 'limited', 'import', 'ban', 'google', 'device', 'itc', 'google', 'appealed', 'google', 'countered', 'patent', 'lawsuit', 'california', 'itc', 'accusing', 'sonos', 'incorporating', 'tech', 'company', 'technology', 'smart', 'speaker', 'sonos', 'called', 'google', 'lawsuit', 'intimidation', 'tactic', 'grind', 'smaller', 'competitor']"
Zhang ruijin was also ordered to forfeit around s million of his assets to the state this amounts to about per cent of the s million worth of assets originally seized by the police. He is the fifth of accused persons to be dealt with in relation to the case.,Legal and Crime Stories ,['Singapore'],"['singapore', 'yearold', 'man', 'linked', 'singapore', 'largest', 'money', 'laundering', 'case', 'sentenced', 'month', 'jail', 'tuesday', 'apr', 'zhang', 'ruijin', 'also', 'ordered', 'forfeit', 'around', 'million', 'asset', 'state', 'amount', 'per', 'cent', 'million', 'worth', 'asset', 'originally', 'seized', 'police', 'fifth', 'accused', 'person', 'dealt', 'relation', 'case', 'zhang', 'pleaded', 'guilty', 'tuesday', 'two', 'count', 'forgeryrelated', 'offence', 'one', 'failing', 'satisfactorily', 'account', 'property', 'reasonably', 'suspected', 'benefit', 'criminal', 'conduct']"
Former austrian chancellor sebastian kurz has been convicted of making false statements to a parliamentary inquiry. The case marked the first time in more than years that a former Austrian chancellor had stood trial.,Legal and Crime Stories ,['Austria'],"['twelve', 'day', 'deliberation', 'vienna', 'court', 'delivered', 'verdict', 'trial', 'former', 'austrian', 'chancellor', 'sebastian', 'kurz', 'convicted', 'making', 'false', 'statement', 'parliamentary', 'inquiry', 'verdict', 'vienna', 'criminal', 'court', 'followed', 'fourmonth', 'trial', 'case', 'marked', 'first', 'time', 'year', 'former', 'austrian', 'chancellor', 'stood', 'trial', 'given', 'eightmonth', 'suspended', 'sentence', 'kurz', 'hailed', 'wunderkind', 'austrian', 'people', 'party', 'resigned', 'following', 'separate', 'corruption', 'probe', 'prosecutor', 'trial', 'opened', 'october', 'accused', 'yearold', 'giving', 'false', 'evidence', 'june', 'inquiry', 'regarding', 'role', 'setting', 'holding', 'company', 'named', 'oebag']"
Former member of parliament mp dominik feri sentenced to three years in prison for two rapes and one attempted rape. feri has also been ordered to pay a total of over czk as financial compensation to his victims.,Legal and Crime Stories ,[],"['prague', 'district', 'court', 'morning', 'sentenced', 'former', 'member', 'parliament', 'mp', 'dominik', 'feri', 'three', 'year', 'prison', 'two', 'rape', 'one', 'attempted', 'rape', 'finding', 'guilty', 'count', 'indictment', 'feri', 'also', 'ordered', 'pay', 'total', 'czk', 'financial', 'compensation', 'victim', 'verdict', 'final', 'feri', 'expected', 'appeal', 'prague', 'metropolitan', 'court', 'mp', 'top', 'party', 'feri', 'accused', 'committing', 'two', 'act', 'apartment', 'chamber', 'deputy', 'building', 'two', 'year', 'later']"
 sanjay shah who was arrested in june in dubai where he was living is accused of running a ninebillionkroner billion scam that enabled companies he controlled to fraudulently claim danish tax refunds between and shah has said he is not guilty and did not violate danish law.,Legal and Crime Stories ,['Denmark'],"['sanjay', 'shah', 'arrested', 'june', 'dubai', 'living', 'accused', 'running', 'ninebillionkroner', 'billion', 'scam', 'enabled', 'company', 'controlled', 'fraudulently', 'claim', 'danish', 'tax', 'refund', 'shah', 'said', 'guilty', 'violate', 'danish', 'law', 'face', 'year', 'prison', 'glostrup', 'district', 'court', 'copenhagen', 'find', 'guilty', 'united', 'arab', 'emirate', 'extradited', 'shah', 'denmark', 'december', 'year', 'negotiation', 'included', 'signing', 'extradition', 'treaty', 'two', 'country', 'march', 'prosecution', 'said', 'statement', 'shah', 'used', 'welldesigned', 'organised', 'fraud', 'scheme', 'submit', 'application', 'unlawfully', 'receive', 'nine', 'billion', 'krone', 'dividend', 'tax', 'refund', 'treasury']"
 wnba star brittney griners carried vape cartridges at a moscow airport in february. The examination of the substance contained in vape cartridges did not comply with russian law.,Legal and Crime Stories ,[],"['examination', 'substance', 'contained', 'vape', 'cartridge', 'wnba', 'star', 'brittney', 'griners', 'carried', 'moscow', 'airport', 'february', 'comply', 'russian', 'law', 'defense', 'expert', 'testified', 'tuesday', 'highstakes', 'drugsmuggling', 'trial', 'among', 'violation', 'result', 'examination', 'show', 'amount', 'thc', 'substance', 'griners', 'lawyer', 'maria', 'blagovolina', 'said', 'hearing', 'examination', 'comply', 'law', 'term', 'completeness', 'study', 'comply', 'norm', 'code', 'criminal', 'procedure', 'forensic', 'chemist', 'dmitry', 'gladyshev', 'testified', 'defense', 'roughly', 'twohour', 'session', 'defense', 'also', 'interrogated', 'prosecution', 'expert', 'alexander', 'korablyov', 'examined', 'griners', 'cartridge', 'taken', 'luggage']"
 united nations human rights chief volker turk denounced the rampant hunger and looming famine in gaza in a statement slammed by israel. turk said that the situation of hunger starvation and famine is a result of israels extensive restrictions on the entry and distribution of humanitarian aid and commercial goods.,Legal and Crime Stories| Military,['Israel'],"['un', 'said', 'tuesday', 'mar', 'israel', 'severe', 'restriction', 'aid', 'warravaged', 'gaza', 'coupled', 'military', 'offensive', 'could', 'amount', 'using', 'starvation', 'weapon', 'war', 'would', 'war', 'crime', 'united', 'nation', 'human', 'right', 'chief', 'volker', 'turk', 'denounced', 'rampant', 'hunger', 'looming', 'famine', 'gaza', 'statement', 'slammed', 'israel', 'turk', 'said', 'situation', 'hunger', 'starvation', 'famine', 'result', 'israel', 'extensive', 'restriction', 'entry', 'distribution', 'humanitarian', 'aid', 'commercial', 'good', 'also', 'linked', 'displacement', 'population', 'well', 'destruction', 'crucial', 'civilian', 'infrastructure', 'said']"
 ugandan troops have been fighting in eastern drc since as part of a joint operation to dismantle the allied democratic forces adf. The adf is a militant group affiliated with isis the adf designated a terror group by the united states and uganda.,Legal and Crime Stories| Military,"['Belgium', 'Congo', 'Uganda']","['ugandan', 'troop', 'fighting', 'eastern', 'drc', 'since', 'part', 'joint', 'operation', 'dismantle', 'allied', 'democratic', 'force', 'adf', 'militant', 'group', 'affiliated', 'isi', 'adf', 'designated', 'terror', 'group', 'united', 'state', 'uganda', 'originated', 'uganda', 'operates', 'north', 'kivu', 'carry', 'attack', 'uganda', 'congo', 'although', 'group', 'received', 'less', 'attention', 'least', 'deadly', 'congo', 'expert', 'kristof', 'titeca', 'belgium', 'university', 'antwerp', 'told', 'dw', 'adding', 'joint', 'operation', 'congolese', 'ugandan', 'force', 'particularly', 'effective', 'past', 'six', 'month']"
The village of nzakoundou was the target of a deadly attack attributed to r armed elements on december killing civilians. The village had been burnt down and the rest of the population fled into the bush. The blue helmets of the un mission are progressing towards the village with the aim of reinforcing security.,Legal and Crime Stories| Military,[],"['village', 'nzakoundou', 'target', 'deadly', 'attack', 'attributed', 'r', 'armed', 'element', 'december', 'killing', 'civilian', 'announced', 'un', 'press', 'release', 'adding', 'village', 'burnt', 'rest', 'population', 'fled', 'bush', 'blue', 'helmet', 'un', 'mission', 'central', 'african', 'republic', 'minusca', 'whose', 'number', 'specified', 'progressing', 'towards', 'village', 'aim', 'reinforcing', 'security', 'area', 'facilitating', 'humanitarian', 'access', 'population', 'un', 'mission', 'explained', 'r', 'armed', 'group', 'return', 'reclamation', 'rehabilitation', 'one', 'powerful', 'multitude', 'rebel', 'group', 'criminal', 'gang', 'terrorizing', 'population', 'vast', 'central', 'african', 'country']"
The drone which was launched at the erbil air base by an iranianbacked militia before sunrise on oct penetrated us air defences and crashed into the second floor of the barracks housing american troops. The device laden with explosives failed to detonate and in the end only one service member suffered a concussion from the impact.,Legal and Crime Stories| Military,[],"['drone', 'launched', 'erbil', 'air', 'base', 'iranianbacked', 'militia', 'sunrise', 'oct', 'penetrated', 'u', 'air', 'defence', 'crashed', 'second', 'floor', 'barrack', 'housing', 'american', 'troop', 'according', 'two', 'u', 'official', 'familiar', 'matter', 'device', 'laden', 'explosive', 'failed', 'detonate', 'end', 'one', 'service', 'member', 'suffered', 'concussion', 'impact', 'said', 'official', 'asked', 'remain', 'anonymous', 'speak', 'freely', 'attack', 'u', 'got', 'lucky', 'added', 'drone', 'could', 'caused', 'carnage', 'exploded']"
The fighting in bangui has become increasingly sectarian. The mostly christian militias known as the antibalaka carry out their own violent reprisal attacks on muslim villages.,Legal and Crime Stories| Military,['Oman'],"['brutality', 'seleka', 'gave', 'rise', 'mostly', 'christian', 'militia', 'known', 'antibalaka', 'new', 'militia', 'whose', 'name', 'mean', 'antimachete', 'proceeded', 'carry', 'violent', 'reprisal', 'attack', 'muslim', 'village', 'introducing', 'dangerous', 'sectarian', 'element', 'conflict', 'civilian', 'targeted', 'increasing', 'frequency', 'last', 'december', 'fighting', 'dramatically', 'escalated', 'antibalaka', 'force', 'launching', 'coordinated', 'attack', 'seleka', 'fighter', 'capital', 'city', 'bangui', 'also', 'deliberately', 'targeted', 'muslim', 'civilian', 'including', 'woman', 'child', 'retaliation', 'seleka', 'fighter', 'murdered', 'christian', 'civilian', 'amid', 'increasing', 'sectarian', 'violence', 'around', 'capital', 'international', 'pressure', 'calling', 'step', 'djotodia', 'resigned', 'following', 'month']"
The bomb on ataturk boulevard was the first in ankara since when a spate of deadly attacks gripped the country video afterward showed a renault cargo vehicle parked there windows shattered and doors open amid debris.,Legal and Crime Stories| Military,[],"['statement', 'described', 'bombing', 'suicide', 'attack', 'planned', 'coincide', 'opening', 'parliament', 'carried', 'team', 'linked', 'immortal', 'battalion', 'pkk', 'designated', 'terrorist', 'organisation', 'trkiye', 'united', 'state', 'european', 'union', 'launched', 'insurgency', 'southeast', 'trkiye', 'people', 'killed', 'conflict', 'bomb', 'ataturk', 'boulevard', 'first', 'ankara', 'since', 'spate', 'deadly', 'attack', 'gripped', 'country', 'video', 'afterward', 'showed', 'renault', 'cargo', 'vehicle', 'parked', 'window', 'shattered', 'door', 'open', 'amid', 'debris', 'surrounded', 'soldier', 'ambulance', 'fire', 'truck', 'armoured', 'vehicle']"
The shabab seeks to establish an islamic state in Somalia. The group remains potent even in the face of a largescale americanbacked offensive.,Legal and Crime Stories| Military,"['Bahrain', 'Ethiopia', 'Mali', 'Somalia', 'Ukraine']","['beyond', 'ethiopia', 'threat', 'shabab', 'seek', 'establish', 'islamic', 'state', 'also', 'loom', 'large', 'somalia', 'group', 'remains', 'threat', 'targeting', 'civilian', 'official', 'january', 'shabab', 'captured', 'un', 'helicopter', 'took', 'six', 'passenger', 'including', 'four', 'ukrainian', 'hostage', 'according', 'ukraine', 'foreign', 'ministry', 'group', 'also', 'took', 'responsibility', 'attack', 'month', 'killed', 'four', 'emirati', 'bahraini', 'security', 'officer', 'mogadishu', 'military', 'base', 'shabab', 'remain', 'potent', 'even', 'face', 'largescale', 'americanbacked', 'offensive', 'mr', 'mohamuds', 'administration', 'launched', 'came', 'power', 'group', 'lost', 'territory', 'soldier', 'initial', 'phase', 'campaign', 'central', 'somalia', 'expert', 'somali', 'official', 'say', 'logistical', 'weatherrelated', 'challenge', 'delayed', 'second', 'phase', 'aimed', 'clearing', 'southern', 'somalia', 'abdulkadir', 'mohamed', 'nur', 'country', 'defense', 'minister', 'said', 'interview']"
Dish network left one of its retired satellites floating too low in space and has now been slapped with a fine by federal regulators. Dish settlement marks the first fine ever levied against a company for space debris.,Media and Communication,[],"['dish', 'network', 'left', 'one', 'retired', 'satellite', 'floating', 'low', 'space', 'slapped', 'fine', 'federal', 'regulator', 'federal', 'communication', 'commission', 'fcc', 'issued', 'penalty', 'dish', 'monday', 'saying', 'colorado', 'company', 'didnt', 'properly', 'dispose', 'defunct', 'direct', 'broadcast', 'satellite', 'known', 'echostar', 'dish', 'settlement', 'mark', 'first', 'fine', 'ever', 'levied', 'company', 'space', 'debris', 'fcc', 'official', 'said', 'satellite', 'operation', 'become', 'prevalent', 'space', 'economy', 'accelerates', 'must', 'certain', 'operator', 'comply', 'commitment', 'loyaan', 'egal', 'fcc', 'enforcement', 'bureau', 'chief', 'said', 'statement', 'breakthrough', 'settlement', 'making', 'clear', 'fcc', 'strong', 'enforcement', 'authority', 'capability', 'enforce', 'vitally', 'important', 'space', 'debris', 'rule']"
Twitter users criticized the social network for allowing the grisly images including of a bloodspattered child to spread virally across the platform after the shooting. The unusually graphic nature of the images drew sustained outcry from users and they threw a harsh spotlight on twitters content moderation practices.,media and communication,[],"['family', 'deserve', 'see', 'dead', 'relative', 'spread', 'across', 'twitter', 'everybody', 'see', 'm', 'holloway', 'said', 'interview', 'sunday', 'm', 'holloway', 'one', 'many', 'twitter', 'user', 'criticized', 'social', 'network', 'allowing', 'grisly', 'image', 'including', 'bloodspattered', 'child', 'spread', 'virally', 'across', 'platform', 'shooting', 'saturday', 'though', 'gruesome', 'image', 'become', 'common', 'social', 'medium', 'cellphone', 'camera', 'internet', 'connection', 'make', 'everyone', 'publisher', 'unusually', 'graphic', 'nature', 'image', 'drew', 'sustained', 'outcry', 'user', 'threw', 'harsh', 'spotlight', 'twitter', 'content', 'moderation', 'practice', 'curtailed', 'since', 'mr', 'musk', 'acquired', 'company', 'last', 'year']"
 deutsche bank analyst adam cochrane downgraded inditex and hm to a sell rating citing challenges including price deflation within clothing and pressure from shein and its fastgrowing competitor pddowned temu hm.,Media and Communication,[],"['dec', 'deutsche', 'bank', 'analyst', 'adam', 'cochrane', 'downgraded', 'inditex', 'hm', 'sell', 'rating', 'citing', 'challenge', 'including', 'price', 'deflation', 'within', 'clothing', 'pressure', 'shein', 'fastgrowing', 'competitor', 'pddowned', 'temu', 'hm', 'declined', 'comment', 'sheins', 'market', 'share', 'zara', 'immediately', 'respond', 'request', 'comment', 'sure', 'shein', 'feature', 'common', 'zara', 'hm', 'often', 'credited', 'spearheading', 'concept', 'replicating', 'runway', 'look', 'bringing', 'shopper', 'less', 'also', 'known', 'fastfashion', 'three', 'retailer', 'faced', 'criticism', 'allegedly', 'stealing', 'design', 'brand', 'critic', 'say', 'sheins', 'superfast', 'production', 'cycle', 'make', 'especially', 'egregious', 'offender']"
 british media regulator ofcom will this week push for an antitrust investigation into amazon and microsofts dominance of the uks cloud computing market according to two sources.,Media and Communication,[],"['british', 'medium', 'regulator', 'ofcom', 'week', 'push', 'antitrust', 'investigation', 'amazon', 'microsofts', 'dominance', 'uk', 'cloud', 'computing', 'market', 'according', 'two', 'source', 'familiar', 'matter', 'amazon', 'microsoft', 'enjoy', 'combined', 'market', 'share', 'per', 'cent', 'britain', 'cloud', 'computing', 'industry', 'meanwhile', 'closest', 'competitor', 'alphabet', 'google', 'closer', 'per', 'cent', 'ofcoms', 'push', 'antitrust', 'probe', 'first', 'signalled', 'april', 'remain', 'body', 'final', 'report', 'matter', 'set', 'published', 'thursday', 'one', 'source', 'said', 'watchdog', 'previously', 'said', 'considered', 'referring', 'market', 'investigation', 'cma', 'british', 'competition', 'regulator']"
A former deputy lead of the data management unit set up by the ministry of health moh to combat the covid pandemic leaked the daily number of covid cases to a chat group of people. zhao zheng a yearold singapore citizen was sentenced to weeks jail on tuesday feb.,Media and Communication,['Singapore'],"['former', 'deputy', 'lead', 'data', 'management', 'unit', 'set', 'ministry', 'health', 'moh', 'combat', 'covid', 'pandemic', 'leaked', 'daily', 'number', 'covid', 'case', 'chat', 'group', 'people', 'even', 'offering', 'small', 'prize', 'managed', 'predict', 'figure', 'zhao', 'zheng', 'yearold', 'singapore', 'citizen', 'sentenced', 'week', 'jail', 'tuesday', 'feb', 'pleaded', 'guilty', 'charge', 'mostly', 'wrongful', 'communication', 'information', 'official', 'secret', 'act', 'another', 'charge', 'taken', 'consideration', 'court', 'heard', 'zhao', 'working', 'assistant', 'director', 'biostatistics', 'research', 'branch', 'public', 'health', 'division', 'moh', 'pandemic', 'broke']"
 communist youth league criticise hm for finding faults with xinjiang cotton. Two chinese celebrities who previously represented hm issued statements saying they no longer have any ties with it.,media and communication| consumer topics ,['China'],"['communist', 'youth', 'league', 'ruling', 'communist', 'party', 'organisation', 'young', 'people', 'took', 'weibo', 'wednesday', 'march', 'criticise', 'hm', 'finding', 'fault', 'xinjiang', 'cotton', 'want', 'make', 'money', 'china', 'spreading', 'false', 'rumour', 'boycotting', 'xinjiang', 'cotton', 'wishful', 'thinking', 'said', 'post', 'one', 'people', 'liberation', 'army', 'weibo', 'account', 'called', 'hm', 'statement', 'ignorant', 'arrogant', 'two', 'chinese', 'celebrity', 'previously', 'represented', 'hm', 'issued', 'statement', 'saying', 'longer', 'tie', 'adding', 'oppose', 'attempt', 'smear', 'china', 'united', 'state', 'western', 'government', 'accuse', 'china', 'sending', 'one', 'million', 'muslim', 'uighur', 'internment', 'camp', 'forcing', 'work']"
 washington is targeting individuals and two entities enabling irans uav production including engine types that power irans shahed variant uavs which were used in the apr attack. the united states and the united kingdom announced widespread sanctions against irans military drone program on thursday apr in response to its weekend attack against israel.,Military,['Israel'],"['united', 'state', 'united', 'kingdom', 'announced', 'widespread', 'sanction', 'iran', 'military', 'drone', 'program', 'thursday', 'apr', 'response', 'weekend', 'attack', 'israel', 'washington', 'targeting', 'individual', 'two', 'entity', 'enabling', 'iran', 'uav', 'production', 'including', 'engine', 'type', 'power', 'iran', 'shahed', 'variant', 'uavs', 'used', 'apr', 'attack', 'treasury', 'department', 'said', 'statement', 'referring', 'iran', 'unmanned', 'aerial', 'vehicle', 'program', 'tehran', 'launched', 'firstever', 'direct', 'military', 'attack', 'israel', 'late', 'saturday', 'retaliation', 'apr', 'air', 'strike', 'iranian', 'consulate', 'damascus', 'widely', 'blamed', 'israel', 'killed', 'seven', 'member', 'islamic', 'revolutionary', 'guard', 'corp', 'including', 'two', 'general']"
 south korea is the first country to sanction all the vessels but the new konk and unica the two were sanctioned by the european union in the sanctions also apply to two north koreans.,Military,[],"['south', 'korea', 'first', 'country', 'sanction', 'vessel', 'new', 'konk', 'unica', 'two', 'sanctioned', 'european', 'union', 'sanction', 'also', 'apply', 'two', 'north', 'korean', 'pak', 'kyongran', 'employee', 'korea', 'paek', 'sol', 'trading', 'corp', 'suspected', 'purchasing', 'used', 'vessel', 'bringing', 'refined', 'oil', 'north', 'korea', 'second', 'individual', 'min', 'myonghak', 'executive', 'risang', 'trading', 'allegedly', 'involved', 'sending', 'north', 'korean', 'worker', 'shiptoship', 'transfer', 'along', 'risang', 'trading', 'mangang', 'trading', 'co', 'yua', 'trading', 'designated', 'three', 'entity', 'subject', 'sanction']"
 singapore southeast asia need not worry about an immediate rise in terror attacks or recruitment of foreign fighters. The bigger worry is if afghanistan becomes a failed state under the taliban said indonesian antiterrorism expert noor huda.,Military,"['Afghanistan', 'Indonesia', 'Singapore']","['singapore', 'southeast', 'asia', 'need', 'worry', 'immediate', 'rise', 'terror', 'attack', 'recruitment', 'foreign', 'fighter', 'taliban', 'takeover', 'afghanistan', 'bigger', 'worry', 'afghanistan', 'becomes', 'failed', 'state', 'taliban', 'said', 'indonesian', 'antiterrorism', 'expert', 'noor', 'huda', 'ismail', 'history', 'shown', 'conflict', 'area', 'failed', 'state', 'become', 'fertile', 'ground', 'transnational', 'terrorist', 'organisation', 'like', 'isi', 'al', 'qaeda', 'regroup', 'context', 'southeast', 'asia', 'like', 'jemaah', 'islamiyah', 'ji', 'said', 'noor', 'huda', 'founder', 'institute', 'international', 'peace', 'building', 'indonesia', 'oneonone', 'interview', 'cna', 'ji', 'training', 'camp', 'region', 'restive', 'place', 'linked', 'terrorist', 'attack', 'including', 'bali', 'bombing', 'killed', 'hundred', 'tourist', 'indonesian']"
 russian president vladimir putin sent his army into ukraine in violation of repeated russian assurances against invasion the war was to last a week or two mr putin anticipated a blitzkrieg a rapid victory which would present the west with a fait accompli before the west had time to react. This quickly went awry the russian army bogged down in the outskirts of the ukrainian capital and had to withdraw in the east.,Military,['Ukraine'],"['busan', 'south', 'korea', 'war', 'ukraine', 'reached', 'second', 'anniversary', 'feb', 'russian', 'president', 'vladimir', 'putin', 'sent', 'army', 'ukraine', 'violation', 'repeated', 'russian', 'assurance', 'invasion', 'war', 'last', 'week', 'two', 'mr', 'putin', 'anticipated', 'blitzkrieg', 'rapid', 'victory', 'would', 'present', 'west', 'fait', 'accompli', 'west', 'time', 'react', 'war', 'would', 'west', 'would', 'adjust', 'new', 'fact', 'ground', 'quickly', 'went', 'awry', 'russian', 'army', 'bogged', 'outskirt', 'ukrainian', 'capital', 'withdraw', 'east', 'penetrated', 'along', 'broad', 'front', 'deeply', 'took', 'per', 'cent', 'ukrainian', 'territory', 'importantly', 'reach', 'dnipro', 'river', 'bisects', 'ukraine', 'therefore', 'could', 'approach', 'north', 'atlantic', 'treaty', 'organization', 'nato', 'territory']"
